local_id,terminal_code,name_vi,parent_code,wikidata_qid,qid_status,match_status
d-644-2009-01-07,644,Thị Xã Buôn Hồ,66,Q4998003,existing,matched
d-688-2009-08-12,688,Thị xã Phước Long,70,Q10349250,existing,matched
d-690-2009-08-12,690,Thị xã Bình Long,70,Q733426,existing,matched
d-838-2009-02-24,838,Huyện Mỏ Cày Bắc,83,Q6886181,existing,matched
d-868-2009-01-07,868,Thành phố Hồng Ngự,87,Q10772154,existing,matched
d-914-2009-06-30,914,Huyện Giang Thành,91,Q5558120,existing,matched
d-927-2009-01-07,927,Huyện Thới Lai,92,Q10826641,existing,matched
d-951-2009-12-24,951,Huyện Trần Đề,94,Q10829694,existing,matched
d-071-2011-01-29,071,Huyện Lâm Bình,08,Q6480637,existing,matched
d-103-2012-08-26,103,Huyện Nậm Pồ,11,Q10802179,existing,matched
d-112-2012-11-03,112,Huyện Nậm Nhùn,12,Q10802173,existing,matched
d-019-2013-12-28,019,Quận Nam Từ Liêm,01,Q16479957,existing,matched
d-021-2013-12-28,021,Quận Bắc Từ Liêm,01,Q16480194,existing,matched
d-128-2013-06-11,128,Huyện Vân Hồ,14,Q16481471,existing,matched
d-432-2013-04-04,432,Thị xã Hoàng Mai,40,Q10768961,existing,matched
d-454-2013-12-21,454,Huyện Quảng Trạch,44,Q2200829,existing,matched
d-719-2013-12-30,719,Huyện Bàu Bàng,74,Q16480177,existing,matched
d-726-2013-12-30,726,Huyện Bắc Tân Uyên,74,Q16480189,existing,matched
d-795-2013-03-19,795,Thị xã Kiến Tường,80,Q10780333,existing,matched
d-820-2013-12-27,820,Huyện Cai Lậy,82,Q5017488,existing,matched
d-447-2015-08-31,447,Huyện Kỳ Anh,42,Q20025826,existing,matched
d-850-2015-08-31,850,Huyện Duyên Hải,84,Q5317676,existing,matched
d-936-2015-08-31,936,Huyện Long Mỹ,93,Q6673020,existing,matched
d-618-2015-03-12,618,Huyện Ia H' Drai,62,Q20025812,existing,verified
d-698-2015-05-16,698,Huyện Phú Riềng,70,Q16481054,existing,matched
d-474-2025-01-01,474,Quận Thuận Hóa,46,Q131366792,existing,matched
d-475-2025-01-01,475,Quận Phú Xuân,46,Q131361646,existing,matched
d-224-2025-01-01,224,Thị xã Chũ,24,Q130408855,existing,matched
