local_id,terminal_code,name_vi,loai_hinh,parent_code,valid_from,valid_to,wikidata_qid,qid_status,match_status,candidate_qids,match_notes
w-00004-2025-07-01,00004,Phường Ba Đình,Phường,01,2025-07-01,,Q135651473,existing,matched,Q10736920|Q10736959|Q10736962|Q11839350|Q135651473,qlever-label+current-province+batched-wbgetentities
w-00006-2005-01-20,00006,Phường Vĩnh Phúc,Phường,001,2005-01-20,2025-06-30,,,deferred-historical,,
w-00008-2005-01-20,00008,Phường Liễu Giai,Phường,001,2005-01-20,2025-06-30,,,deferred-historical,,
w-00008-2025-07-01,00008,Phường Ngọc Hà,Phường,01,2025-07-01,,Q10800604,existing,matched,Q10800604|Q10800606|Q10800608,qlever-label+current-province+batched-wbgetentities
w-00025-2025-07-01,00025,Phường Giảng Võ,Phường,01,2025-07-01,,Q10761913,existing,matched,Q10761913,qlever-label+current-province+batched-wbgetentities
w-00070-2025-07-01,00070,Phường Hoàn Kiếm,Phường,01,2025-07-01,,Q135470900,existing,matched,Q135470900,qlever-label+current-province+batched-wbgetentities
w-00082-2025-07-01,00082,Phường Cửa Nam,Phường,01,2025-07-01,,Q10752772,existing,matched,Q10752772|Q10752773,qlever-label+current-province+batched-wbgetentities
w-00091-2025-07-01,00091,Phường Phú Thượng,Phường,01,2025-07-01,,,,needs-review,Q10806099|Q10806100|Q10806101,"3 label candidate(s), but no bulk P131 resolves to the current province"
w-00097-2025-07-01,00097,Phường Hồng Hà,Phường,01,2025-07-01,,Q134437701,existing,matched,Q10772121|Q10772123|Q10772126|Q16481326|Q134437701,broad-exact-vi+current-province+ward-class+batched-wbgetentities
w-00103-2025-07-01,00103,Phường Tây Hồ,Phường,01,2025-07-01,,,,needs-review,Q10831051,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00118-2025-07-01,00118,Phường Bồ Đề,Phường,01,2025-07-01,,Q10743634,existing,matched,Q10743631|Q10743634,qlever-label+current-province+batched-wbgetentities
w-00127-2025-07-01,00127,Phường Việt Hưng,Phường,01,2025-07-01,,Q10832831,existing,matched,Q10832825|Q10832826|Q10832830|Q10832831|Q10832832|Q10832833|Q16480746,qlever-label+current-province+batched-wbgetentities
w-00136-2025-07-01,00136,Phường Phúc Lợi,Phường,01,2025-07-01,,Q10806226,existing,matched,Q10806226|Q10806228,qlever-label+current-province+batched-wbgetentities
w-00145-2025-07-01,00145,Phường Long Biên,Phường,01,2025-07-01,,Q16480224,existing,matched,Q16480224,qlever-label+current-province+batched-wbgetentities
w-00151-2004-06-30,00151,Phường Phúc Đồng,Phường,004,2004-06-30,2025-06-30,,,deferred-historical,,
w-00160-2025-07-01,00160,Phường Nghĩa Đô,Phường,01,2025-07-01,,Q10798880,existing,matched,Q10798879|Q10798880,qlever-label+current-province+batched-wbgetentities
w-00166-2025-07-01,00166,Phường Cầu Giấy,Phường,01,2025-07-01,,Q137570783,existing,matched,Q137570783,qlever-label+current-province+batched-wbgetentities
w-00167-2005-01-20,00167,Phường Dịch Vọng Hậu,Phường,005,2005-01-20,2025-06-30,,,deferred-historical,,
w-00175-2025-07-01,00175,Phường Yên Hòa,Phường,01,2025-07-01,,,,needs-review,Q3943148|Q10837996|Q10838003|Q10838004|Q10838005|Q10838006|Q10838008|Q32595235|Q32595268,"9 label candidate(s), but no bulk P131 resolves to the current province"
w-00190-2025-07-01,00190,Phường Ô Chợ Dừa,Phường,01,2025-07-01,,Q30923306,existing,matched,Q30923306,qlever-label+current-province+batched-wbgetentities
w-00199-2025-07-01,00199,Phường Láng,Phường,01,2025-07-01,,,,needs-review,Q10788170,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00226-2025-07-01,00226,Phường Văn Miếu - Quốc Tử Giám,Phường,01,2025-07-01,,Q10833399,existing,matched,Q10833399,qlever-label+current-province+batched-wbgetentities
w-00229-2025-07-01,00229,Phường Kim Liên,Phường,01,2025-07-01,,Q10779914,existing,matched,Q1320497|Q10779914,qlever-label+current-province+batched-wbgetentities
w-00235-2025-07-01,00235,Phường Đống Đa,Phường,01,2025-07-01,,,,needs-review,Q10841878|Q10841879|Q10841880,"3 label candidate(s), but no bulk P131 resolves to the current province"
w-00256-2025-07-01,00256,Phường Hai Bà Trưng,Phường,01,2025-07-01,,Q141064118,existing,matched,Q141064118,qlever-label+current-province+batched-wbgetentities
w-00283-2025-07-01,00283,Phường Vĩnh Tuy,Phường,01,2025-07-01,,Q10833739,existing,matched,Q10833735|Q10833737|Q10833738|Q10833739,qlever-label+current-province+batched-wbgetentities
w-00292-2025-01-01,00292,Phường Bạch Mai,Phường,007,2025-01-01,2025-06-30,,,deferred-historical,,
w-00292-2025-07-01,00292,Phường Bạch Mai,Phường,01,2025-07-01,,Q10743116,existing,matched,Q10743116,qlever-label+current-province+batched-wbgetentities
w-00301-2025-07-01,00301,Phường Vĩnh Hưng,Phường,01,2025-07-01,,Q10833565,existing,matched,Q7945011|Q10832658|Q10833564|Q10833565|Q10833566,qlever-label+current-province+batched-wbgetentities
w-00316-2025-07-01,00316,Phường Định Công,Phường,01,2025-07-01,,Q10841794,existing,matched,Q10841794|Q10841795,qlever-label+current-province+batched-wbgetentities
w-00322-2025-07-01,00322,Phường Tương Mai,Phường,01,2025-07-01,,Q10831416,existing,matched,Q10831416,qlever-label+current-province+batched-wbgetentities
w-00328-2025-07-01,00328,Phường Lĩnh Nam,Phường,01,2025-07-01,,Q10788200,existing,matched,Q10788200,qlever-label+current-province+batched-wbgetentities
w-00331-2025-07-01,00331,Phường Hoàng Mai,Phường,01,2025-07-01,,Q137323701,existing,matched,Q137323701|Q138666352,qlever-label+current-province+batched-wbgetentities
w-00337-2025-07-01,00337,Phường Hoàng Liệt,Phường,01,2025-07-01,,,,needs-review,Q10768953,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00340-2025-07-01,00340,Phường Yên Sở,Phường,01,2025-07-01,,Q16481034,existing,matched,Q10838144|Q16481034,qlever-label+predecessor-district+batched-wbgetentities
w-00352-2025-07-01,00352,Phường Phương Liệt,Phường,01,2025-07-01,,Q10806308,existing,matched,Q10806308,qlever-label+current-province+batched-wbgetentities
w-00364-2025-07-01,00364,Phường Khương Đình,Phường,01,2025-07-01,,Q10779752,existing,matched,Q10779752,qlever-label+current-province+batched-wbgetentities
w-00367-2025-07-01,00367,Phường Thanh Xuân,Phường,01,2025-07-01,,Q10824963,existing,matched,Q10824961|Q10824962|Q10824963|Q10824966|Q10824970|Q10826321|Q10826322,qlever-label+current-province+batched-wbgetentities
w-00376-2025-07-01,00376,Xã Sóc Sơn,Xã,01,2025-07-01,,Q10822720,existing,matched,Q10822718|Q10822720,qlever-label+current-province+batched-wbgetentities
w-00382-2025-07-01,00382,Xã Kim Anh,Xã,01,2025-07-01,,,,needs-review,Q10779868,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00385-2025-07-01,00385,Xã Trung Giã,Xã,01,2025-07-01,,Q10828294,existing,matched,Q10828294|Q32308495,qlever-label+current-province+batched-wbgetentities
w-00430-2025-07-01,00430,Xã Đa Phúc,Xã,01,2025-07-01,,Q10743361,existing,matched,Q10743361|Q10840038|Q10840039,qlever-label+current-province+batched-wbgetentities
w-00433-2025-07-01,00433,Xã Nội Bài,Xã,01,2025-07-01,,Q136891794,existing,matched,Q136891794,qlever-label+current-province+batched-wbgetentities
w-00454-2025-07-01,00454,Xã Đông Anh,Xã,01,2025-07-01,,Q864787,existing,matched,Q864787,qlever-label+current-province+batched-wbgetentities
w-00466-2025-07-01,00466,Xã Phúc Thịnh,Xã,01,2025-07-01,,,,needs-review,Q10798935|Q10806252|Q10806254,"3 label candidate(s), but no bulk P131 resolves to the current province"
w-00475-2025-07-01,00475,Xã Thư Lâm,Xã,01,2025-07-01,,,,needs-review,Q10826703,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00493-2025-07-01,00493,Xã Thiên Lộc,Xã,01,2025-07-01,,,,needs-review,Q10828624|Q32303604,"2 label candidate(s), but no bulk P131 resolves to the current province"
w-00508-2025-07-01,00508,Xã Vĩnh Thanh,Xã,01,2025-07-01,,,,needs-review,Q1894522|Q1905243|Q7945023|Q10832676|Q10833673|Q10833687|Q10833688|Q10833695|Q10833696|Q10833697|Q10833701|Q32591915,"12 label candidate(s), but no bulk P131 resolves to the current province"
w-00541-2025-07-01,00541,Xã Phù Đổng,Xã,01,2025-07-01,,Q10806195,existing,matched,Q2919261|Q10805823|Q10806195|Q10806198|Q10806199|Q16481027,qlever-label+current-province+batched-wbgetentities
w-00562-2025-07-01,00562,Xã Thuận An,Xã,01,2025-07-01,,,,needs-review,Q2275816|Q10825417|Q10825418|Q10825419|Q10825420|Q24957403,"6 label candidate(s), but no bulk P131 resolves to the current province"
w-00565-2025-07-01,00565,Xã Gia Lâm,Xã,01,2025-07-01,,Q1134500,existing,matched,Q1134500|Q10761346|Q10761347,qlever-label+current-province+batched-wbgetentities
w-00577-2025-07-01,00577,Xã Bát Tràng,Xã,01,2025-07-01,,,,needs-review,Q1094370,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00592-2025-07-01,00592,Phường Từ Liêm,Phường,01,2025-07-01,,,,needs-lookup,,no folded label or alias candidate
w-00598-2025-07-01,00598,Phường Thượng Cát,Phường,01,2025-07-01,,Q10826052,existing,matched,Q10826052|Q32305485,qlever-label+current-province+batched-wbgetentities
w-00602-2013-12-28,00602,Phường Đức Thắng,Phường,021,2013-12-28,2025-06-30,,,deferred-historical,,
w-00602-2025-07-01,00602,Phường Đông Ngạc,Phường,01,2025-07-01,,Q10840807,existing,matched,Q10840807,qlever-label+current-province+batched-wbgetentities
w-00611-2013-12-28,00611,Phường Xuân Tảo,Phường,021,2013-12-28,2025-06-30,,,deferred-historical,,
w-00611-2025-07-01,00611,Phường Xuân Đỉnh,Phường,01,2025-07-01,,Q10835185,existing,matched,Q2115812|Q10835185,qlever-label+current-province+batched-wbgetentities
w-00613-2025-07-01,00613,Phường Tây Tựu,Phường,01,2025-07-01,,Q10831092,existing,matched,Q10831092|Q32588330,qlever-label+current-province+batched-wbgetentities
w-00617-2013-12-28,00617,Phường Cổ Nhuế 2,Phường,021,2013-12-28,2025-06-30,,,deferred-historical,,
w-00619-2025-07-01,00619,Phường Phú Diễn,Phường,01,2025-07-01,,,,needs-review,Q2103617|Q10805915|Q10805916|Q10806188|Q10806189|Q32293158,"6 label candidate(s), but no bulk P131 resolves to the current province"
w-00620-2013-12-28,00620,Phường Phúc Diễn,Phường,021,2013-12-28,2025-06-30,,,deferred-historical,,
w-00622-2025-07-01,00622,Phường Xuân Phương,Phường,01,2025-07-01,,Q10835047,existing,matched,Q10835045|Q10835046|Q10835047|Q10835048|Q32594053,qlever-label+current-province+batched-wbgetentities
w-00623-2013-12-28,00623,Phường Phương Canh,Phường,019,2013-12-28,2025-06-30,,,deferred-historical,,
w-00626-2013-12-28,00626,Phường Mỹ Đình 2,Phường,019,2013-12-28,2025-06-30,,,deferred-historical,,
w-00632-2013-12-28,00632,Phường Phú Đô,Phường,019,2013-12-28,2025-06-30,,,deferred-historical,,
w-00634-2025-07-01,00634,Phường Tây Mỗ,Phường,01,2025-07-01,,Q10831060,existing,matched,Q10831060|Q32588229,qlever-label+current-province+batched-wbgetentities
w-00637-2025-07-01,00637,Phường Đại Mỗ,Phường,01,2025-07-01,,Q10841119,existing,matched,Q10841119|Q32599619,qlever-label+current-province+batched-wbgetentities
w-00640-2025-07-01,00640,Xã Thanh Trì,Xã,01,2025-07-01,,Q10824916,existing,matched,Q10824916|Q10826307|Q10826308|Q10826309|Q10826310|Q10826311,qlever-label+current-province+batched-wbgetentities
w-00643-2025-07-01,00643,Phường Thanh Liệt,Phường,01,2025-07-01,,Q10824793,existing,matched,Q10824793,qlever-label+current-province+batched-wbgetentities
w-00664-2025-07-01,00664,Xã Đại Thanh,Xã,01,2025-07-01,,Q10841156,existing,matched,Q2773806|Q5755546|Q10841155|Q10841156|Q10841159,qlever-label+current-province+batched-wbgetentities
w-00679-2025-07-01,00679,Xã Ngọc Hồi,Xã,01,2025-07-01,,Q10800616,existing,matched,Q10800616|Q10800619,qlever-label+current-province+batched-wbgetentities
w-00685-2025-07-01,00685,Xã Nam Phù,Xã,01,2025-07-01,,,,needs-review,Q10797114,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-00691-2025-07-01,00691,Phường Hà Giang 2,Phường,08,2025-07-01,,Q136336409,existing,matched,Q136336409,qlever-label+current-province+batched-wbgetentities
w-00692-2005-08-24,00692,Phường Ngọc Hà,Phường,024,2005-08-24,2025-06-30,,,deferred-historical,,
w-00694-2025-07-01,00694,Phường Hà Giang 1,Phường,08,2025-07-01,,Q136069589,existing,matched,Q136069589,qlever-label+current-province+batched-wbgetentities
w-00700-2025-07-01,00700,Xã Ngọc Đường,Xã,08,2025-07-01,,Q10800713,existing,matched,Q10800713|Q32289618,qlever-label+current-province+batched-wbgetentities
w-00706-2025-07-01,00706,Xã Phú Linh,Xã,08,2025-07-01,,Q10805962,existing,matched,Q10805795|Q10805962,qlever-label+current-province+batched-wbgetentities
w-00715-2025-07-01,00715,Xã Lũng Cú,Xã,08,2025-07-01,,Q3272200,existing,matched,Q3272200,qlever-label+current-province+batched-wbgetentities
w-00721-2025-07-01,00721,Xã Đồng Văn,Xã,08,2025-07-01,,Q342561,existing,matched,Q342561|Q10840891|Q10842060|Q10842061|Q10842062|Q10842063|Q10842064|Q10842065,qlever-label+current-province+batched-wbgetentities
w-00733-2025-07-01,00733,Xã Sà Phìn,Xã,08,2025-07-01,,Q7665196,existing,matched,Q7665196,qlever-label+current-province+batched-wbgetentities
w-00745-2025-07-01,00745,Xã Phố Bảng,Xã,08,2025-07-01,,Q10805778,existing,matched,Q10805778,qlever-label+current-province+batched-wbgetentities
w-00763-2025-07-01,00763,Xã Lũng Phìn,Xã,08,2025-07-01,,Q10788212,existing,matched,Q10788212|Q32281319,qlever-label+current-province+batched-wbgetentities
w-00769-2025-07-01,00769,Xã Mèo Vạc,Xã,08,2025-07-01,,Q10796215,existing,matched,Q10796215,qlever-label+current-province+batched-wbgetentities
w-00778-2025-07-01,00778,Xã Sơn Vĩ,Xã,08,2025-07-01,,Q10823428,existing,matched,Q10823427|Q10823428,qlever-label+current-province+batched-wbgetentities
w-00787-2025-07-01,00787,Xã Sủng Máng,Xã,08,2025-07-01,,Q10823567,existing,matched,Q10823567,qlever-label+current-province+batched-wbgetentities
w-00802-2025-07-01,00802,Xã Khâu Vai,Xã,08,2025-07-01,,Q10779699,existing,matched,Q10779699,qlever-label+current-province+batched-wbgetentities
w-00808-2025-07-01,00808,Xã Tát Ngà,Xã,08,2025-07-01,,Q10830321,existing,matched,Q10830321,qlever-label+current-province+batched-wbgetentities
w-00815-2005-08-24,00815,Xã Niêm Tòng,Xã,027,2005-08-24,2025-06-30,,,deferred-historical,,
w-00817-2025-07-01,00817,Xã Niêm Sơn,Xã,08,2025-07-01,,Q10801468,existing,matched,Q10801468,qlever-label+current-province+batched-wbgetentities
w-00820-2025-07-01,00820,Xã Yên Minh,Xã,08,2025-07-01,,Q16481015,existing,matched,Q10838067|Q16481015,qlever-label+current-province+batched-wbgetentities
w-00829-2025-07-01,00829,Xã Thắng Mố,Xã,08,2025-07-01,,Q10826441,existing,matched,Q10826441,qlever-label+current-province+batched-wbgetentities
w-00832-2025-07-01,00832,Xã Bạch Đích,Xã,08,2025-07-01,,Q10743136,existing,matched,Q10743136,qlever-label+current-province+batched-wbgetentities
w-00847-2025-07-01,00847,Xã Mậu Duệ,Xã,08,2025-07-01,,Q10796532,existing,matched,Q10796532,qlever-label+current-province+batched-wbgetentities
w-00859-2025-07-01,00859,Xã Ngọc Long,Xã,08,2025-07-01,,Q10800639,existing,matched,Q10800639|Q10800640,qlever-label+current-province+batched-wbgetentities
w-00865-2025-07-01,00865,Xã Đường Thượng,Xã,08,2025-07-01,,Q10840984,existing,matched,Q10840984,qlever-label+current-province+batched-wbgetentities
w-00871-2025-07-01,00871,Xã Du Già,Xã,08,2025-07-01,,Q10756936,existing,matched,Q10756936,qlever-label+current-province+batched-wbgetentities
w-00874-2025-07-01,00874,Xã Quản Bạ,Xã,08,2025-07-01,,Q10810325,existing,matched,Q10810325,qlever-label+current-province+batched-wbgetentities
w-00883-2025-07-01,00883,Xã Cán Tỷ,Xã,08,2025-07-01,,Q10751765,existing,matched,Q10751765,qlever-label+current-province+batched-wbgetentities
w-00889-2025-07-01,00889,Xã Nghĩa Thuận,Xã,08,2025-07-01,,Q10798826,existing,matched,Q10798826|Q10798827|Q10798828,qlever-label+current-province+batched-wbgetentities
w-00892-2025-07-01,00892,Xã Tùng Vài,Xã,08,2025-07-01,,Q10831287,existing,matched,Q10831287,qlever-label+current-province+batched-wbgetentities
w-00901-2025-07-01,00901,Xã Lùng Tám,Xã,08,2025-07-01,,Q10788046,existing,matched,Q10788046,qlever-label+current-province+batched-wbgetentities
w-00913-2025-07-01,00913,Xã Vị Xuyên,Xã,08,2025-07-01,,Q10834214,existing,matched,Q10834212|Q10834214,qlever-label+current-province+batched-wbgetentities
w-00919-2025-07-01,00919,Xã Minh Tân,Xã,08,2025-07-01,,Q10794009,existing,matched,Q2031714|Q10793996|Q10793998|Q10793999|Q10794001|Q10794002|Q10794003|Q10794005|Q10794006|Q10794007|Q10794009|Q10794011|Q10794012|Q128507932,qlever-label+current-province+batched-wbgetentities
w-00922-2025-07-01,00922,Xã Thuận Hoà,Xã,08,2025-07-01,,Q10825440,existing,matched,Q10806043|Q10825433|Q10825435|Q10825436|Q10825437|Q10825438|Q10825440|Q10825441|Q32304201,qlever-label+current-province+batched-wbgetentities
w-00925-2025-07-01,00925,Xã Tùng Bá,Xã,08,2025-07-01,,Q10831278,existing,matched,Q10831278,qlever-label+current-province+batched-wbgetentities
w-00928-2025-07-01,00928,Xã Thanh Thủy,Xã,08,2025-07-01,,Q10824911,existing,matched,Q3943153|Q10824895|Q10824907|Q10824908|Q10824910|Q10824911|Q10824914,qlever-label+current-province+batched-wbgetentities
w-00937-2025-07-01,00937,Xã Lao Chải,Xã,08,2025-07-01,,Q16481199,existing,matched,Q10784405|Q16481199,qlever-label+current-province+batched-wbgetentities
w-00952-2025-07-01,00952,Xã Cao Bồ,Xã,08,2025-07-01,,Q10744201,existing,matched,Q10744201,qlever-label+current-province+batched-wbgetentities
w-00958-2025-07-01,00958,Xã Thượng Sơn,Xã,08,2025-07-01,,Q10826099,existing,matched,Q10826099|Q10826101,qlever-label+current-province+batched-wbgetentities
w-00967-2025-07-01,00967,Xã Việt Lâm,Xã,08,2025-07-01,,Q10832847,existing,matched,Q10832847,qlever-label+current-province+batched-wbgetentities
w-00970-2025-07-01,00970,Xã Linh Hồ,Xã,08,2025-07-01,,Q10786300,existing,matched,Q10786300,qlever-label+current-province+batched-wbgetentities
w-00976-2025-07-01,00976,Xã Bạch Ngọc,Xã,08,2025-07-01,,Q10743118,existing,matched,Q10743118,qlever-label+current-province+batched-wbgetentities
w-00982-2025-07-01,00982,Xã Minh Sơn,Xã,08,2025-07-01,,Q10793947,existing,matched,Q10793947|Q10793949|Q10793950|Q10793951|Q10793953,qlever-label+current-province+batched-wbgetentities
w-00985-2025-07-01,00985,Xã Giáp Trung,Xã,08,2025-07-01,,Q10761725,existing,matched,Q10761725,qlever-label+current-province+batched-wbgetentities
w-00991-2025-07-01,00991,Xã Bắc Mê,Xã,08,2025-07-01,,,,needs-lookup,,no folded label or alias candidate
w-00994-2025-07-01,00994,Xã Minh Ngọc,Xã,08,2025-07-01,,,,ambiguous,Q10793923|Q10793924|Q32283691,2 verified label candidates match current province; 2 match predecessor districts
w-01006-2025-07-01,01006,Xã Yên Cường,Xã,08,2025-07-01,,Q10837984,existing,matched,Q10837984|Q10837985,qlever-label+current-province+batched-wbgetentities
w-01012-2025-07-01,01012,Xã Đường Hồng,Xã,08,2025-07-01,,,,ambiguous,Q10840976|Q10840977|Q32599091,2 verified label candidates match current province; 2 match predecessor districts
w-01021-2025-07-01,01021,Xã Hoàng Su Phì,Xã,08,2025-07-01,,Q10832665,existing,matched,Q10832665,qlever-label+current-province+batched-wbgetentities
w-01024-2025-07-01,01024,Xã Bản Máy,Xã,08,2025-07-01,,Q10743177,existing,matched,Q10743177,qlever-label+current-province+batched-wbgetentities
w-01033-2025-07-01,01033,Xã Thàng Tín,Xã,08,2025-07-01,,Q10825530,existing,matched,Q10825530,qlever-label+current-province+batched-wbgetentities
w-01051-2025-07-01,01051,Xã Tân Tiến,Xã,08,2025-07-01,,Q10830913,existing,matched,Q2014618|Q7862101|Q7862102|Q10830905|Q10830906|Q10830908|Q10830909|Q10830911|Q10830912|Q10830913|Q10830915|Q10830916|Q10830918|Q10830920|Q10830921|Q10830922|Q10830925|Q32587702|Q130437802,qlever-label+predecessor-district+batched-wbgetentities
w-01057-2025-07-01,01057,Xã Pờ Ly Ngài,Xã,08,2025-07-01,,Q10809897,existing,matched,Q10809897,qlever-label+current-province+batched-wbgetentities
w-01075-2025-07-01,01075,Xã Nậm Dịch,Xã,08,2025-07-01,,Q10802135,existing,matched,Q10802135,qlever-label+current-province+batched-wbgetentities
w-01084-2025-07-01,01084,Xã Hồ Thầu,Xã,08,2025-07-01,,Q10772008,existing,matched,Q10772008|Q10772009,qlever-label+current-province+batched-wbgetentities
w-01090-2025-07-01,01090,Xã Thông Nguyên,Xã,08,2025-07-01,,Q10825937,existing,matched,Q10825937,qlever-label+current-province+batched-wbgetentities
w-01096-2025-07-01,01096,Xã Pà Vầy Sủ,Xã,08,2025-07-01,,Q10809802,existing,matched,Q10803637|Q10809802,qlever-label+current-province+batched-wbgetentities
w-01108-2025-07-01,01108,Xã Xín Mần,Xã,08,2025-07-01,,Q10836724,existing,matched,Q10836724,qlever-label+current-province+batched-wbgetentities
w-01111-2004-06-30,01111,Xã Trung Thịnh,Xã,033,2004-06-30,2019-12-31,,,deferred-historical,,
w-01117-2020-01-01,01117,Xã Trung Thịnh,Xã,033,2020-01-01,2025-06-30,,,deferred-historical,,
w-01117-2025-07-01,01117,Xã Trung Thịnh,Xã,08,2025-07-01,,Q10828391,existing,matched,Q10828390|Q10828391,qlever-label+current-province+batched-wbgetentities
w-01141-2025-07-01,01141,Xã Nấm Dẩn,Xã,08,2025-07-01,,Q10802106,existing,matched,Q10797207|Q10802106,qlever-label+current-province+batched-wbgetentities
w-01144-2025-07-01,01144,Xã Quảng Nguyên,Xã,08,2025-07-01,,Q10810429,existing,matched,Q10810429,qlever-label+current-province+batched-wbgetentities
w-01147-2025-07-01,01147,Xã Khuôn Lùng,Xã,08,2025-07-01,,Q10779533,existing,matched,Q10779533,qlever-label+current-province+batched-wbgetentities
w-01153-2025-07-01,01153,Xã Bắc Quang,Xã,08,2025-07-01,,Q10832892,existing,matched,Q10832892,qlever-label+current-province+batched-wbgetentities
w-01156-2025-07-01,01156,Xã Vĩnh Tuy,Xã,08,2025-07-01,,Q10833737,existing,matched,Q10833735|Q10833737|Q10833738|Q10833739,qlever-label+current-province+batched-wbgetentities
w-01165-2025-07-01,01165,Xã Đồng Tâm,Xã,08,2025-07-01,,Q10842042,existing,matched,Q2179871|Q10842041|Q10842042|Q10842044|Q10842045|Q10842047|Q10842048|Q10842051|Q10842052|Q29515153,qlever-label+current-province+batched-wbgetentities
w-01171-2025-07-01,01171,Xã Tân Quang,Xã,08,2025-07-01,,Q10830766,existing,matched,Q2719004|Q10830766|Q10830768|Q10830769|Q10830771|Q16480546,qlever-label+current-province+batched-wbgetentities
w-01180-2025-07-01,01180,Xã Bằng Hành,Xã,08,2025-07-01,,Q10743417,existing,matched,Q10743417|Q32260892,qlever-label+current-province+batched-wbgetentities
w-01192-2025-07-01,01192,Xã Liên Hiệp,Xã,08,2025-07-01,,Q10786503,existing,matched,Q10786503|Q10786504|Q10786505|Q10786507,qlever-label+current-province+batched-wbgetentities
w-01201-2025-07-01,01201,Xã Hùng An,Xã,08,2025-07-01,,Q10771208,existing,matched,Q10771208|Q10771209,qlever-label+current-province+batched-wbgetentities
w-01216-2025-07-01,01216,Xã Đồng Yên,Xã,08,2025-07-01,,Q10842072,existing,matched,Q10840909|Q10840910|Q10840911|Q10842072,qlever-label+current-province+batched-wbgetentities
w-01219-2004-06-30,01219,Xã Đông Thành,Xã,034,2004-06-30,2025-06-30,,,deferred-historical,,
w-01225-2025-07-01,01225,Xã Tiên Nguyên,Xã,08,2025-07-01,,Q10827214,existing,matched,Q10827214,qlever-label+current-province+batched-wbgetentities
w-01234-2025-07-01,01234,Xã Yên Thành,Xã,08,2025-07-01,,Q10838150,existing,matched,Q10838147|Q10838150|Q10838151|Q10838152|Q10838153|Q10838155,qlever-label+current-province+batched-wbgetentities
w-01237-2025-07-01,01237,Xã Quang Bình,Xã,08,2025-07-01,,Q10837967,existing,matched,Q10810344|Q10837967|Q18460366,qlever-label+current-province+batched-wbgetentities
w-01243-2004-06-30,01243,Xã Tân Bắc,Xã,035,2004-06-30,2025-06-30,,,deferred-historical,,
w-01243-2025-07-01,01243,Xã Tân Trịnh,Xã,08,2025-07-01,,Q49054005,existing,matched,Q32587848|Q49054005,qlever-label+current-province+batched-wbgetentities
w-01246-2025-07-01,01246,Xã Bằng Lang,Xã,08,2025-07-01,,Q10743421,existing,matched,Q5005748|Q10743421,qlever-label+current-province+batched-wbgetentities
w-01255-2025-07-01,01255,Xã Xuân Giang,Xã,08,2025-07-01,,Q10834911,existing,matched,Q10834910|Q10834911|Q10834913,qlever-label+current-province+batched-wbgetentities
w-01261-2025-07-01,01261,Xã Tiên Yên,Xã,08,2025-07-01,,Q10827237,existing,matched,Q10827237|Q10827238|Q10827338,qlever-label+current-province+batched-wbgetentities
w-01273-2025-07-01,01273,Phường Thục Phán,Phường,04,2025-07-01,,Q136762754,existing,matched,Q136762754,qlever-label+current-province+batched-wbgetentities
w-01279-2025-07-01,01279,Phường Nùng Trí Cao,Phường,04,2025-07-01,,,,needs-lookup,,no folded label or alias candidate
w-01288-2025-07-01,01288,Phường Tân Giang,Phường,04,2025-07-01,,Q10830430,existing,matched,Q10830429|Q10830430,qlever-label+current-province+batched-wbgetentities
w-01290-2006-11-11,01290,Thị trấn Pác Miầu,Thị trấn,042,2006-11-11,2025-06-30,,,deferred-historical,,
w-01290-2025-07-01,01290,Xã Bảo Lâm,Xã,04,2025-07-01,,,,needs-review,Q11839587,"1 label candidate(s), but no bulk P131 resolves to the current province"
w-01294-2025-07-01,01294,Xã Lý Bôn,Xã,04,2025-07-01,,Q10788068,existing,matched,Q10788068,qlever-label+current-province+batched-wbgetentities
w-01296-2006-11-11,01296,Xã Nam Cao,Xã,042,2006-11-11,2025-06-30,,,deferred-historical,,
w-01297-2025-07-01,01297,Xã Nam Quang,Xã,04,2025-07-01,,Q10797123,existing,matched,Q10797123,qlever-label+current-province+batched-wbgetentities
w-01304-2006-11-11,01304,Xã Thạch Lâm,Xã,042,2006-11-11,2025-06-30,,,deferred-historical,,
w-01304-2025-07-01,01304,Xã Quảng Lâm,Xã,04,2025-07-01,,Q10810394,existing,matched,Q7273114|Q10810394|Q10810396,qlever-label+current-province+batched-wbgetentities
w-01316-2006-11-11,01316,Xã Thái Sơn,Xã,042,2006-11-11,2025-06-30,,,deferred-historical,,
w-01318-2025-07-01,01318,Xã Yên Thổ,Xã,04,2025-07-01,,Q10838188,existing,matched,Q10838183|Q10838185|Q10838186|Q10838187|Q10838188,qlever-label+current-province+batched-wbgetentities
w-01321-2025-07-01,01321,Xã Bảo Lạc,Xã,04,2025-07-01,,Q10743249,existing,matched,Q10743249,qlever-label+current-province+batched-wbgetentities
w-01324-2025-07-01,01324,Xã Cốc Pàng,Xã,04,2025-07-01,,Q10752612,existing,matched,Q10752612,qlever-label+current-province+batched-wbgetentities
