local_id,terminal_code,name_vi,loai_hinh,parent_code,valid_from,valid_to,wikidata_qid,qid_status,match_status,candidate_qids,match_notes
w-3011519-base,03295,Xã Quài Tở,Xã,099,,2025-06-30,,,deferred-historical,,
w-3011521-base,03289,Xã Quài Cang,Xã,099,,2025-06-30,,,deferred-historical,,
w-3011523-base,03304,Xã Tênh Phông,Xã,099,,2025-06-30,,,deferred-historical,,
w-3011525-base,03298,Xã Chiềng Sinh,Xã,099,,2025-06-30,,,deferred-historical,,
w-3011527-base,03301,Xã Búng Lao,Xã,102,,2025-06-30,,,deferred-historical,,
w-3011529-base,03283,Xã Nà Sáy,Xã,099,,2025-06-30,,,deferred-historical,,
w-3011531-base,03277,Xã Mường Thín,Xã,099,,2025-06-30,,,deferred-historical,,
w-3011533-base,03313,Xã Mường Lạn,Xã,102,,2025-06-30,,,deferred-historical,,
w-3011535-base,03292,Xã Ẳng Tở,Xã,102,,2025-06-30,,,deferred-historical,,
w-3011537-base,03310,Xã Ẳng Cang,Xã,102,,2025-06-30,,,deferred-historical,,
w-3011539-base,03307,Xã Ẳng Nưa,Xã,102,,2025-06-30,,,deferred-historical,,
w-3011541-base,03286,Xã Mường Đăng,Xã,102,,2025-06-30,,,deferred-historical,,
w-3011701-base,03139,Phường Nam Thanh,Phường,094,,2025-06-30,,,deferred-historical,,
w-3011703-base,03319,Xã Mường Pồn,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011705-base,03316,Xã Nà Tấu,Xã,094,,2025-06-30,,,deferred-historical,,
w-3011707-base,03322,Xã Thanh Nưa,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011709-base,03325,Xã Mường Phăng,Xã,094,,2025-06-30,,,deferred-historical,,
w-3011711-base,03328,Xã Thanh Luông,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011713-base,03331,Xã Thanh Hưng,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011715-base,03334,Xã Thanh Xương,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011717-base,03337,Xã Thanh Chăn,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011719-base,03343,Xã Thanh An,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011721-base,03346,Xã Thanh Yên,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011723-base,03352,Xã Noọng Hẹt,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011725-base,03340,Xã Pa Thơm,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011727-base,03349,Xã Noong Luống,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011729-base,03355,Xã Sam Mứn,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011731-base,03358,Xã Núa Ngam,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011733-base,03361,Xã Na Ư,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011735-base,03364,Xã Mường Nhà,Xã,100,,2025-06-30,,,deferred-historical,,
w-3011737-base,03367,Xã Mường Lói,Xã,100,,2025-06-30,,,deferred-historical,,
w-30118-2025-07-01,30118,Xã Bình Hàng Trung,Xã,82,2025-07-01,,Q10742394,existing,matched,Q10742394,qlever-label+current-province+batched-wbgetentities
w-3011901-base,03370,Xã Pú Nhi,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011903-base,03205,Xã Na Son,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011905-base,03373,Xã Xa Dung,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011907-base,03208,Xã Phì Nhừ,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011909-base,03376,Xã Keo Lôm,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011911-base,03382,Xã Phình Giàng,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011913-base,03211,Xã Chiềng Sơ,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011915-base,03214,Xã Mường Luân,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011917-base,03379,Xã Luân Giới,Xã,101,,2025-06-30,,,deferred-historical,,
w-3011919-base,03385,Xã Háng Lìa,Xã,101,,2025-06-30,,,deferred-historical,,
w-30130-2025-07-01,30130,Xã Thanh Bình,Xã,82,2025-07-01,,Q10824723,existing,matched,Q2107800|Q2924517|Q7710328|Q7710329|Q10824709|Q10824710|Q10824711|Q10824713|Q10824714|Q10824715|Q10824716|Q10824717|Q10824720|Q10824723|Q10824785|Q10826241,qlever-label+predecessor-district+batched-wbgetentities
w-30154-2025-07-01,30154,Xã Tân Long,Xã,82,2025-07-01,,Q10830594,existing,matched,Q2662353|Q10830588|Q10830589|Q10830590|Q10830591|Q10830593|Q10830594|Q10830595|Q10830596|Q10830597,qlever-label+predecessor-district+batched-wbgetentities
w-30157-2025-07-01,30157,Xã Tân Thạnh,Xã,82,2025-07-01,,Q10830870,existing,matched,Q2147855|Q2220647|Q4026176|Q4374988|Q7862093|Q7862096|Q10824815|Q10824864|Q10830796|Q10830797|Q10830798|Q10830801|Q10830819|Q10830820|Q10830821|Q10830822|Q10830823|Q10830825|Q10830828|Q10830829|Q10830830|Q10830831|Q10830832|Q10830834|Q10830835|Q10830836|Q10830838|Q10830839|Q10830840|Q10830841|Q10830842|Q10830844|Q10830845|Q10830847|Q10830849|Q10830850|Q10830851|Q10830853|Q10830855|Q10830865|Q10830868|Q10830870|Q16481423,broad-exact-vi+current-province+ward-class+batched-wbgetentities
w-30163-2025-07-01,30163,Xã Bình Thành,Xã,82,2025-07-01,,Q10742563,existing,matched,Q693054|Q2391027|Q2467034|Q10742543|Q10742544|Q10742558|Q10742559|Q10742560|Q10742561|Q10742563|Q10742564|Q10742565|Q10742567|Q10742568|Q10742571|Q10742573|Q10742575|Q10742577|Q10742579|Q24957393,qlever-label+predecessor-district+batched-wbgetentities
w-30169-2025-07-01,30169,Xã Lấp Vò,Xã,82,2025-07-01,,Q10788491,existing,matched,Q10788491,qlever-label+current-province+batched-wbgetentities
w-30178-2025-07-01,30178,Xã Mỹ An Hưng,Xã,82,2025-07-01,,Q135006928,existing,matched,Q10796694|Q135006928,qlever-label+current-province+batched-wbgetentities
w-30184-2025-07-01,30184,Xã Tân Khánh Trung,Xã,82,2025-07-01,,Q10830563,existing,matched,Q10830563,qlever-label+current-province+batched-wbgetentities
w-30208-2025-07-01,30208,Xã Hòa Long,Xã,82,2025-07-01,,Q10770988,existing,matched,Q2769187|Q10770987|Q10770988,qlever-label+current-province+batched-wbgetentities
w-30214-2025-07-01,30214,Xã Tân Dương,Xã,82,2025-07-01,,Q10830426,existing,matched,Q10830426|Q10830427|Q10830428|Q16480527,qlever-label+current-province+batched-wbgetentities
w-30226-2025-07-01,30226,Xã Lai Vung,Xã,82,2025-07-01,,Q134889257,existing,matched,Q10784034|Q134889257,qlever-label+current-province+batched-wbgetentities
w-30235-2025-07-01,30235,Xã Phong Hòa,Xã,82,2025-07-01,,Q10805434,existing,matched,Q7187244|Q10805434|Q10805435,qlever-label+current-province+batched-wbgetentities
w-30244-2025-07-01,30244,Xã Phú Hựu,Xã,82,2025-07-01,,Q10805950,existing,matched,Q1980001|Q2518531|Q10805946|Q10805949|Q10805950|Q32578709,qlever-label+current-province+batched-wbgetentities
w-30253-2025-07-01,30253,Xã Tân Nhuận Đông,Xã,82,2025-07-01,,Q10830696,existing,matched,Q10830696,qlever-label+current-province+batched-wbgetentities
w-30259-2025-07-01,30259,Xã Tân Phú Trung,Xã,82,2025-07-01,,Q10830744,existing,matched,Q10830744,qlever-label+current-province+batched-wbgetentities
w-30285-2005-04-27,30285,Phường Đông Xuyên,Phường,883,2005-04-27,2024-12-31,,,deferred-historical,,
w-30292-2025-07-01,30292,Phường Bình Đức,Phường,91,2025-07-01,,Q2330288,existing,matched,Q2330288|Q10742652|Q10742653,qlever-label+current-province+batched-wbgetentities
w-30301-2025-07-01,30301,Phường Mỹ Thới,Phường,91,2025-07-01,,Q2455689,existing,matched,Q2455689,qlever-label+current-province+batched-wbgetentities
w-3030101-base,03646,Phường Chiềng Lề,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030102-base,03649,Phường Tô Hiệu,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030103-base,03652,Phường Quyết Thắng,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030104-base,03655,Phường Quyết Tâm,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030105-base,03661,Xã Chiềng Đen,Xã,116,,2025-06-30,,,deferred-historical,,
w-3030107-base,03664,Xã Chiềng Xôm,Xã,116,,2025-06-30,,,deferred-historical,,
w-3030109-base,03667,Phường Chiềng An,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030111-base,03673,Xã Chiềng Ngần,Xã,116,,2025-06-30,,,deferred-historical,,
w-3030113-base,03658,Xã Chiềng Cọ,Xã,116,,2025-06-30,,,deferred-historical,,
w-3030115-base,03670,Phường Chiềng Cơi,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030117-base,03676,Xã Hua La,Xã,116,,2025-06-30,,,deferred-historical,,
w-3030119-base,03679,Phường Chiềng Sinh,Phường,116,,2025-06-30,,,deferred-historical,,
w-3030301-base,03682,Xã Mường Chiên,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030303-base,03685,Xã Cà Nàng,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030305-base,03688,Xã Chiềng Khay,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030307-base,03691,Xã Pha Khinh,Xã,118,,2011-02-21,,,deferred-historical,,
w-3030309-base,03694,Xã Mường Giôn,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030311-base,03697,Xã Pá Ma Pha Khinh,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030313-base,03700,Xã Chiềng Ơn,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030501-base,03808,Thị trấn Ít Ong,Thị trấn,120,,2025-06-30,,,deferred-historical,,
w-3030503-base,03811,Xã Nậm Giôn,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030505-base,03814,Xã Chiềng Lao,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030507-base,03817,Xã Hua Trai,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030509-base,03820,Xã Ngọc Chiến,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030511-base,03823,Xã Mường Trai,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030513-base,03826,Xã Nậm Păm,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030515-base,03829,Xã Chiềng Muôn,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030517-base,03832,Xã Chiềng Ân,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030519-base,03835,Xã Pi Toong,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030521-base,03838,Xã Chiềng Công,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030523-base,03841,Xã Tạ Bú,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030525-base,03844,Xã Chiềng San,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030527-base,03847,Xã Mường Bú,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030529-base,03850,Xã Chiềng Hoa,Xã,120,,2025-06-30,,,deferred-historical,,
w-3030531-base,03853,Xã Mường Chùm,Xã,120,,2025-06-30,,,deferred-historical,,
w-30307-2025-07-01,30307,Phường Long Xuyên,Phường,91,2025-07-01,,Q1816394,existing,matched,Q1816394|Q10786955|Q10786957|Q16480261,qlever-label+current-province+batched-wbgetentities
w-3030701-base,03721,Thị trấn Thuận Châu,Thị trấn,119,,2025-06-30,,,deferred-historical,,
w-3030703-base,03703,Thị trấn Mường Giàng,Thị trấn,118,,2025-06-30,,,deferred-historical,,
w-3030705-base,03706,Xã Chiềng Bằng,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030707-base,03709,Xã Mường Sại,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030709-base,03724,Xã Phổng Lái,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030711-base,03718,Xã Chiềng Khoang,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030713-base,03715,Xã Liệp Muội,Xã,118,,2011-02-21,,,deferred-historical,,
w-3030715-base,03712,Xã Nậm ét,Xã,118,,2025-06-30,,,deferred-historical,,
w-3030717-base,03727,Xã Mường é,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030719-base,03730,Xã Chiềng Pha,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030721-base,03733,Xã Chiềng La,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030723-base,03736,Xã Chiềng Ngàm,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030725-base,03739,Xã Liệp Tè,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030727-base,03742,Xã é Tòng,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030729-base,03745,Xã Phổng Lập,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030731-base,03748,Xã Phổng Ly,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030733-base,03751,Xã Chiềng Ly,Xã,119,,2025-01-31,,,deferred-historical,,
w-3030735-base,03754,Xã Noong Lay,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030737-base,03757,Xã Mường Khiêng,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030739-base,03760,Xã Mường Bám,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030741-base,03763,Xã Long Hẹ,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030743-base,03766,Xã Chiềng Bôm,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030745-base,03769,Xã Thôm Mòn,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030747-base,03772,Xã Tông Lạnh,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030749-base,03775,Xã Tông Cọ,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030751-base,03778,Xã Bó Mười,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030753-base,03781,Xã Co Mạ,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030755-base,03784,Xã Púng Tra,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030757-base,03787,Xã Chiềng Pấc,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030759-base,03790,Xã Nậm Lầu,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030761-base,03793,Xã Bon Phặng,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030763-base,03796,Xã Co Tòng,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030765-base,03799,Xã Muổi Nọi,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030767-base,03802,Xã Pá Lông,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030769-base,03805,Xã Bản Lầm,Xã,119,,2025-06-30,,,deferred-historical,,
w-3030901-base,03856,Thị trấn Bắc Yên,Thị trấn,121,,2025-06-30,,,deferred-historical,,
w-3030902-base,03859,Xã Phiêng Ban,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030903-base,03862,Xã Hang Chú,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030905-base,03865,Xã Xím Vàng,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030907-base,03868,Xã Tà Xùa,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030909-base,03871,Xã Pắc Ngà,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030911-base,03874,Xã Làng Chếu,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030913-base,03877,Xã Chim Vàn,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030915-base,03880,Xã Mường Khoa,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030917-base,03883,Xã Song Pe,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030919-base,03886,Xã Hồng Ngài,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030921-base,03889,Xã Tạ Khoa,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030923-base,03892,Xã Phiêng Côn,Xã,121,,2025-06-30,,,deferred-historical,,
w-3030925-base,03895,Xã Chiềng Sại,Xã,121,,2025-06-30,,,deferred-historical,,
w-3031101-base,03898,Thị trấn Phù Yên,Thị trấn,122,,2025-01-31,,,deferred-historical,,
w-3031103-base,03901,Xã Suối Tọ,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031105-base,03904,Xã Mường Thải,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031107-base,03907,Xã Mường Cơi,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031109-base,03910,Thị trấn Quang Huy,Thị trấn,122,,2025-06-30,,,deferred-historical,,
w-3031111-base,03913,Xã Huy Bắc,Xã,122,,2025-01-31,,,deferred-historical,,
w-3031113-base,03916,Xã Huy Thượng,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031115-base,03919,Xã Tân Lang,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031117-base,03922,Xã Gia Phù,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031119-base,03925,Xã Tường Phù,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031121-base,03928,Xã Huy Hạ,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031123-base,03931,Xã Huy Tân,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031125-base,03934,Xã Mường Lang,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031127-base,03937,Xã Suối Bau,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031129-base,03940,Xã Huy Tường,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031131-base,03943,Xã Mường Do,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031133-base,03946,Xã Sập Xa,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031135-base,03949,Xã Tường Thượng,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031137-base,03952,Xã Tường Tiến,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031139-base,03955,Xã Tường Phong,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031141-base,03958,Xã Tường Hạ,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031143-base,03961,Xã Kim Bon,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031145-base,03964,Xã Mường Bang,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031147-base,03967,Xã Đá Đỏ,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031149-base,03970,Xã Tân Phong,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031151-base,03973,Xã Nam Phong,Xã,122,,2025-06-30,,,deferred-historical,,
w-3031153-base,03976,Xã Bắc Phong,Xã,122,,2025-06-30,,,deferred-historical,,
w-30313-2025-07-01,30313,Xã Mỹ Hòa Hưng,Xã,91,2025-07-01,,Q2108132,existing,matched,Q2108132,qlever-label+current-province+batched-wbgetentities
w-3031301-base,04105,Thị trấn Hát Lót,Thị trấn,125,,2025-06-30,,,deferred-historical,,
w-3031305-base,04108,Xã Chiềng Sung,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031307-base,04111,Xã Mường Bằng,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031309-base,04114,Xã Chiềng Chăn,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031311-base,04117,Xã Mường Chanh,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031313-base,04120,Xã Chiềng Ban,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031315-base,04123,Xã Chiềng Mung,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031317-base,04126,Xã Mường Bon,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031319-base,04129,Xã Chiềng Chung,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031321-base,04132,Xã Chiềng Mai,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031323-base,04135,Xã Hát Lót,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031325-base,04138,Xã Cò Nòi,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031327-base,04141,Xã Chiềng Nơi,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031328-base,04144,Xã Phiêng Cằm,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031329-base,04147,Xã Chiềng Dong,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031331-base,04150,Xã Chiềng Kheo,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031333-base,04153,Xã Chiềng Ve,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031335-base,04156,Xã Chiềng Lương,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031337-base,04159,Xã Phiêng Pằn,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031338-base,04162,Xã Nà Ơt,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031339-base,04165,Xã Tà Hộc,Xã,125,,2025-06-30,,,deferred-historical,,
w-3031501-base,04168,Thị trấn Sông Mã,Thị trấn,126,,2025-06-30,,,deferred-historical,,
w-3031503-base,04171,Xã Bó Sinh,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031505-base,04174,Xã Pú Pẩu,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031507-base,04177,Xã Chiềng Phung,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031509-base,04180,Xã Chiềng En,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031511-base,04183,Xã Mường Lầm,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031513-base,04186,Xã Nậm Ty,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031515-base,04189,Xã Đứa Mòn,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031517-base,04192,Xã Yên Hưng,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031519-base,04195,Xã Chiềng Sơ,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031521-base,04198,Xã Nà Nghịu,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031523-base,04201,Xã Nậm Mằn,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031525-base,04204,Xã Chiềng Khoong,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031527-base,04207,Xã Chiềng Cang,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031529-base,04225,Xã Sam Kha,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031531-base,04228,Xã Púng Bánh,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031533-base,04210,Xã Huổi Một,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031535-base,04213,Xã Mường Sai,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031537-base,04234,Xã Dồm Cang,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031539-base,04231,Xã Sốp Cộp,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031541-base,04216,Xã Mường Cai,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031543-base,04219,Xã Mường Hung,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031545-base,04240,Xã Mường Lèo,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031547-base,04222,Xã Chiềng Khương,Xã,126,,2025-06-30,,,deferred-historical,,
w-3031549-base,04237,Xã Nậm Lạnh,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031551-base,04243,Xã Mường Và,Xã,127,,2025-06-30,,,deferred-historical,,
w-3031553-base,04246,Xã Mường Lạn,Xã,127,,2025-06-30,,,deferred-historical,,
w-30316-2025-07-01,30316,Phường Châu Đốc,Phường,91,2025-07-01,,Q2240825,existing,matched,Q2240825,qlever-label+current-province+batched-wbgetentities
w-3031701-base,04060,Thị trấn Yên Châu,Thị trấn,124,,2025-01-31,,,deferred-historical,,
w-3031703-base,04063,Xã Chiềng Đông,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031705-base,04066,Xã Sặp Vạt,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031707-base,04069,Xã Chiềng Sàng,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031709-base,04072,Xã Chiềng Pằn,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031711-base,04075,Thị trấn Yên Châu,Thị trấn,124,,2025-06-30,,,deferred-historical,,
w-3031713-base,04078,Xã Chiềng Hặc,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031715-base,04081,Xã Mường Lựm,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031717-base,04084,Xã Chiềng On,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031718-base,04087,Xã Yên Sơn,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031719-base,04090,Xã Chiềng Khoi,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031721-base,04093,Xã Tú Nang,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031723-base,04096,Xã Lóng Phiêng,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031725-base,04099,Xã Phiêng Khoài,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031727-base,04102,Xã Chiềng Tương,Xã,124,,2025-06-30,,,deferred-historical,,
w-3031901-base,03979,Phường Mộc Sơn,Phường,123,,2025-06-30,,,deferred-historical,,
w-3031903-base,03982,Phường Thảo Nguyên,Phường,123,,2025-06-30,,,deferred-historical,,
w-3031905-base,03985,Xã Chiềng Sơn,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031907-base,03988,Xã Tân Hợp,Xã,123,,2025-01-31,,,deferred-historical,,
w-3031909-base,03991,Xã Qui Hướng,Xã,123,,2025-01-31,,,deferred-historical,,
w-3031911-base,03994,Xã Suối Bàng,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031913-base,03997,Xã Tân Yên,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031915-base,04000,Xã Đoàn Kết,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031916-base,04003,Xã Tà Lai,Xã,123,,2025-01-31,,,deferred-historical,,
w-3031917-base,04006,Xã Song Khủa,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031918-base,04009,Xã Liên Hoà,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031919-base,04012,Xã Chiềng Hắc,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031921-base,04015,Xã Chiềng Chung,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031923-base,04018,Xã Tô Múa,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031925-base,04021,Xã Mường Tè,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031927-base,04024,Xã Chiềng Khừa,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031929-base,04027,Phường Mường Sang,Phường,123,,2025-06-30,,,deferred-historical,,
w-3031930-base,04030,Phường Đông Sang,Phường,123,,2025-06-30,,,deferred-historical,,
w-3031931-base,04033,Phường Vân Sơn,Phường,123,,2025-06-30,,,deferred-historical,,
w-3031933-base,04036,Xã Chiềng Khoa,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031935-base,04039,Xã Mường Men,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031937-base,04042,Xã Quang Minh,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031939-base,04045,Xã Lóng Sập,Xã,123,,2025-06-30,,,deferred-historical,,
w-3031941-base,04048,Xã Vân Hồ,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031943-base,04051,Xã Lóng Luông,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031945-base,04054,Xã Chiềng Yên,Xã,128,,2025-06-30,,,deferred-historical,,
w-3031947-base,04057,Xã Xuân Nha,Xã,128,,2025-06-30,,,deferred-historical,,
w-30325-2025-07-01,30325,Phường Vĩnh Tế,Phường,91,2025-07-01,,Q2446109,existing,matched,Q2446109|Q2461785,broad-exact-vi+current-province+ward-class+batched-wbgetentities
w-30334-2004-06-30,30334,Xã Vĩnh Châu,Xã,884,2004-06-30,2025-06-30,,,deferred-historical,,
